,Date,Commodity,Commodity Details,Measurement,Unit,Unit Details,Domain Category,Value
1214,2019-07,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,11.72
1215,2019-07,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
1216,2019-07,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1217,2019-07,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1218,2019-07,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1219,2019-07,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1220,2019-07,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,182
1221,2019-07,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,13
1222,2019-07,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,140
1223,2019-07,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,195
1224,2019-07,HAY,"ALFALFA, PREMIUM",PRICE RECEIVED,$ / TON,,NOT SPECIFIED,220
1225,2019-07,LEMONS,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,22.12
1226,2019-07,LEMONS,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,28.43
1227,2019-07,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,46.2
1228,2019-07,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,29.32
1229,2019-07,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,35.97
1230,2019-07,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1231,2019-07,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1232,2019-07,ORANGES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,6.71
1233,2019-07,ORANGES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,9.6
1234,2019-07,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,23.7
1235,2019-07,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,10.76
1236,2019-07,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,13.58
1237,2019-07,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
1238,2019-07,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
1239,2019-07,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (S)
1240,2019-07,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
1241,2019-07,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
1242,2019-07,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
1243,2019-07,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
1244,2019-07,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1245,2019-07,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1246,2019-07,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,6.95
1247,2019-07,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,9.83
1248,2019-07,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,23.7
1249,2019-07,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,10.76
1250,2019-07,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,13.58
1251,2019-07,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1252,2019-07,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1253,2019-07,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,21
1254,2019-07,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
1255,2019-07,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,44
1256,2019-07,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
1257,2019-07,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
1258,2019-06,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (S)
1259,2019-06,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
1260,2019-06,BARLEY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,36
1261,2019-06,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
1262,2019-06,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
1263,2019-06,BEANS,"DRY EDIBLE, INCL CHICKPEAS",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (D)
1264,2019-06,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,2
1265,2019-06,CORN,GRAIN,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
1266,2019-06,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (NA)
1267,2019-06,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
1268,2019-06,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,6.9
1269,2019-06,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,11.36
1270,2019-06,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,14.29
1271,2019-06,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
1272,2019-06,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1273,2019-06,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1274,2019-06,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1275,2019-06,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1276,2019-06,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,188
1277,2019-06,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,13
1278,2019-06,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,150
1279,2019-06,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,200
1280,2019-06,HAY,"ALFALFA, PREMIUM",PRICE RECEIVED,$ / TON,,NOT SPECIFIED,225
1281,2019-06,LEMONS,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,19.43
1282,2019-06,LEMONS,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,25.71
1283,2019-06,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,43.4
1284,2019-06,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,26.52
1285,2019-06,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,33.17
1286,2019-06,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1287,2019-06,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1288,2019-06,ORANGES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,4.19
1289,2019-06,ORANGES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,7.11
1290,2019-06,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,25.4
1291,2019-06,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,12.11
1292,2019-06,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,14.93
1293,2019-06,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,3.04
1294,2019-06,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,5.98
1295,2019-06,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,27
1296,2019-06,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,14.06
1297,2019-06,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,16.88
1298,2019-06,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1299,2019-06,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1300,2019-06,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1301,2019-06,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1302,2019-06,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,6.79
1303,2019-06,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,9.67
1304,2019-06,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,23.1
1305,2019-06,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,10.16
1306,2019-06,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,12.98
1307,2019-06,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1308,2019-06,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1309,2019-06,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,20.8
1310,2019-06,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED,6.34
1311,2019-06,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,26
1312,2019-06,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
1313,2019-06,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED,6.22
1314,2019-03,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (S)
1315,2019-03,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
1316,2019-03,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
1317,2019-03,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
1318,2019-03,BEANS,"DRY EDIBLE, INCL CHICKPEAS",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,66.2
1319,2019-03,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,9
1320,2019-03,CORN,GRAIN,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
1321,2019-03,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (NA)
1322,2019-03,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
1323,2019-03,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,11.4
1324,2019-03,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,12.46
1325,2019-03,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,15.27
1326,2019-03,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
1327,2019-03,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1328,2019-03,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1329,2019-03,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1330,2019-03,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1331,2019-03,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,215
1332,2019-03,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,4
1333,2019-03,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,185
1334,2019-03,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,225
1335,2019-03,HAY,"ALFALFA, PREMIUM",PRICE RECEIVED,$ / TON,,NOT SPECIFIED,235
1336,2019-03,LEMONS,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,15.59
1337,2019-03,LEMONS,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,21.77
1338,2019-03,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,40.1
1339,2019-03,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,23.22
1340,2019-03,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,29.87
1341,2019-03,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1342,2019-03,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1343,2019-03,ORANGES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,11.52
1344,2019-03,ORANGES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,14.39
1345,2019-03,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,28.4
1346,2019-03,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,15.46
1347,2019-03,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,18.28
1348,2019-03,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,11.58
1349,2019-03,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,14.44
1350,2019-03,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,28.4
1351,2019-03,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,15.46
1352,2019-03,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,18.28
1353,2019-03,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1354,2019-03,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1355,2019-03,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1356,2019-03,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1357,2019-03,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
1358,2019-03,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
1359,2019-03,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (S)
1360,2019-03,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
1361,2019-03,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
1362,2019-03,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
1363,2019-03,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
1364,2019-03,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,21
1365,2019-03,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
1366,2019-03,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,4
1367,2019-03,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
1368,2019-03,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
1369,2019-05,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (S)
1370,2019-05,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
1371,2019-05,BARLEY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,1
1372,2019-05,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
1373,2019-05,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
1374,2019-05,BEANS,"DRY EDIBLE, INCL CHICKPEAS",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,65.7
1375,2019-05,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,2
1376,2019-05,CORN,GRAIN,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
1377,2019-05,COTTON,,GINNED BALES,480 LB BALES,,NOT SPECIFIED,"834,300"
1378,2019-05,COTTON,,GINNED BALES,LB / BALE,AVG,NOT SPECIFIED,491.7
1379,2019-05,COTTON,,GINNED BALES,RUNNING BALES,,NOT SPECIFIED,"814,400"
1380,2019-05,COTTON,,NUMBER OF ACTIVE GINS,,,"BALES GINNED: (1 TO 2,999 RUNNING BALES)",1
1381,2019-05,COTTON,,NUMBER OF ACTIVE GINS,,,"BALES GINNED: (10,000 TO 14,999 RUNNING BALES)",2
1382,2019-05,COTTON,,NUMBER OF ACTIVE GINS,,,"BALES GINNED: (15,000 TO 19,999 RUNNING BALES)",3
1383,2019-05,COTTON,,NUMBER OF ACTIVE GINS,,,"BALES GINNED: (20,000 TO 39,999 RUNNING BALES)",7
1384,2019-05,COTTON,,NUMBER OF ACTIVE GINS,,,"BALES GINNED: (40,000 OR MORE RUNNING BALES)",9
1385,2019-05,COTTON,,NUMBER OF ACTIVE GINS,,,NOT SPECIFIED,22
1386,2019-05,COTTON,,PRODUCTION,480 LB BALES,,NOT SPECIFIED, (D)
1387,2019-05,COTTON,,PRODUCTION,RUNNING BALES,,NOT SPECIFIED,"800,800"
1388,2019-05,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (NA)
1389,2019-05,COTTON,PIMA,GINNED BALES,480 LB BALES,,NOT SPECIFIED,"646,100"
1390,2019-05,COTTON,PIMA,GINNED BALES,LB / BALE,AVG,NOT SPECIFIED,491.5
1391,2019-05,COTTON,PIMA,GINNED BALES,RUNNING BALES,,NOT SPECIFIED,"631,000"
1392,2019-05,COTTON,PIMA,PRODUCTION,480 LB BALES,,NOT SPECIFIED, (D)
1393,2019-05,COTTON,PIMA,PRODUCTION,RUNNING BALES,,NOT SPECIFIED,"631,450"
1394,2019-05,COTTON,UPLAND,GINNED BALES,480 LB BALES,,NOT SPECIFIED,"188,200"
1395,2019-05,COTTON,UPLAND,GINNED BALES,LB / BALE,AVG,NOT SPECIFIED,492.7
1396,2019-05,COTTON,UPLAND,GINNED BALES,RUNNING BALES,,NOT SPECIFIED,"183,400"
1397,2019-05,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
1398,2019-05,COTTON,UPLAND,PRODUCTION,480 LB BALES,,NOT SPECIFIED, (D)
1399,2019-05,COTTON,UPLAND,PRODUCTION,RUNNING BALES,,NOT SPECIFIED,"169,350"
1400,2019-05,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,7.6
1401,2019-05,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,13.2
1402,2019-05,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,16.02
1403,2019-05,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
1404,2019-05,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1405,2019-05,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1406,2019-05,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1407,2019-05,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1408,2019-05,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,208
1409,2019-05,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,12
1410,2019-05,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,165
1411,2019-05,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,220
1412,2019-05,HAY,"ALFALFA, PREMIUM",PRICE RECEIVED,$ / TON,,NOT SPECIFIED,225
1413,2019-05,LEMONS,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,16.55
1414,2019-05,LEMONS,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,22.78
1415,2019-05,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,40.9
1416,2019-05,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,24.02
1417,2019-05,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,30.67
1418,2019-05,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1419,2019-05,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1420,2019-05,ORANGES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,7.22
1421,2019-05,ORANGES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,10.11
1422,2019-05,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,26
1423,2019-05,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,13.06
1424,2019-05,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,15.88
1425,2019-05,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,7.16
1426,2019-05,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,10.06
1427,2019-05,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,26.9
1428,2019-05,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,13.96
1429,2019-05,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,16.78
1430,2019-05,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1431,2019-05,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1432,2019-05,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1433,2019-05,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1434,2019-05,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1435,2019-05,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1436,2019-05,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
1437,2019-05,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
1438,2019-05,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
1439,2019-05,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
